text,label
"Nachdem das erste Wasser kondensiert war, entstand allmählich der Wasserkreislauf und damit die Hydrosphäre.",2.7
"Da die Marineleitung sich des Gehorsams der Mannschaften nicht mehr sicher war, ließ sie ihren Schlachtplan fallen und beorderte das Geschwader nach Kiel zurück.",4.333333333
"Hierzu werden derzeit drei verschiedene Modelle mit daraus folgenden Skalen angewendet, die um bis zu 0,12 Einheiten auseinander liegen.",3.0
Um die Jahrtausendwende steht auch das Kindeswohl im Zentrum des Interesses.,1.666666667
"Diese trennte alle Bereiche des täglichen Lebens in schwarz und weiß: Schulen, Kirchen, öffentliche Gebäude, Busse und Züge, selbst Toiletten und Waschbecken.",1.9
"Die Ursache für die Vergabe durch ein norwegisches Gremium liegt vermutlich darin, dass zu Nobels Lebzeiten Schweden und Norwegen vereinigt waren und außenpolitische Fragen nur durch das schwedische Parlament entschieden wurden.",4.1
Die Rückverwandlung in hörbare Schallsignale kann rein mechanisch über eine Membran und einen Schalltrichter oder – bei heute üblichen Plattenspielern – auf elektromechanischem Weg mit anschließender elektronischer Verstärkung erfolgen.,5.083333333
"Im Jahr 1905 erschien seine Arbeit mit dem Titel Zur Elektrodynamik bewegter Körper, deren Inhalt heute als spezielle Relativitätstheorie bezeichnet wird.",2.555555556
"Eine weitere Möglichkeit ist es, im Inneren des Würfels einen Dauermagneten zu platzieren, um den Würfelwurf bei Bedarf durch einen zweiten Magneten, den man zB unter die Tischplatte hält, zu beeinflussen.",3.2
"Das Parlament teilt sich die Gesetzgebungsfunktion mit dem Rat der Europäischen Union, es nimmt also europäische Gesetze (Richtlinien, Verordnungen, Entscheidungen) an.",3.2
"Aber nicht nur in diesem wohl öffentlichen Gebäude fand man Badeeinrichtungen, sondern auch in vielen Häusern der Stadt, die auf ein ausgeprägtes Hygienebedürfnis der Bewohner, vielleicht aber auch auf rituelle Waschungen schließen lassen.",4.181818182
Besonders die Naturwissenschaftlichen Volksbücher von Aaron Bernstein gelten als prägend für sein Interesse und seine weitere Laufbahn.,2.625
"Zusammen mit seinen Eltern lebte King Junior bis 1941 in der Auburn Avenue 501, einer Straße, in der fast ausschließlich wohlhabende Schwarze wohnten.",2.714285714
Trotz dieses militärischen Triumphs verlor er die Unterhauswahlen des Jahres 1945.,2.1
"So erlangte die bevölkerungsreichste Kolonie, Indien, bereits zwei Jahre nach Kriegsende die Unabhängigkeit.",2.3
"Der römische Gelehrte Marcus Terentius Varro schreibt in seinem Lehrbuch De re rustica, das Rasieren des Gesichts habe sich erst um 300 v Chr in Rom verbreitet, nachdem P Ticinius Menas einen Barbier aus Sizilien mitgebracht habe, und Plinius der Ältere schreibt in seiner Naturalis historia, Scipio der Jüngere sei der erste Römer gewesen, der sich jeden Tag rasierte.",4.083333333
Manche Menschen können nicht alles alleine entscheiden.,1.0
Bis in die 1950er Jahre und länger war die Erwerbslosigkeit der Ehefrau – auch in der kinderlosen Ehe – Teil des bürgerlichen Familienideals.,2.4
Das gilt nur für Züge von der Deutschen Bahn.,1.0
Ab dem 4 Jahrhundert wurden öffentliche Bäder zu einer verbreiteten Einrichtung in griechischen Städten.,2.0
Und Sie fühlen sich bald sicherer im Leben.,1.0
"Im Alter von 13 Jahren besuchte er schließlich die „Booker T Washington High School“, wo er das neunte und das zwölfte Schuljahr übersprang.",1.555555556
"Der Erwärmungstrend setzt absehbar nicht nur die Ökosysteme, sondern auch Milliarden Menschen enormen Belastungen zB hinsichtlich der Wasserversorgung aus.",4.181818182
Getrennt sind diese beiden Gebiete durch die Gleichgewichtslinie.,2.7
Die Agentur für Arbeit bezahlt zum Beispiel auch die Kosten für eine Bewerbung.,1.5
"In letzter Zeit kommt die 40Ar/39Ar-Datierung verstärkt zum Einsatz, da diese Methode auf der Grundlage des Edelgases Argon erheblich präzisere Ergebnisse als die herkömmliche Kalium-Argon-Datierung ermöglicht.",3.5
Sie können neue Dinge lernen.,1.0
"Der Kohlenstoff wurde dem normalen Kreislauf entzogen, weil die Cyanobakterien nicht von anderen Organismen verstoffwechselt wurden, sondern sich am Meeresboden absetzten, wo sie fein verteilt in den Sedimenten ablagerten oder im küstennahen, lichtdurchfluteten Flachwasserbereich als Stromatolithe fossilisierten.",6.0
In diesem Fall nennt man den Würfel gezinkt.,3.625
"In Österreich sind 2012/2013 laut Alpenverein das Kalser Bärenkopf-Kees und das Kleinelend-Kees, zwei kleinere Gletscher, gering angewachsen.",3.625
Im Behinderten-Ausweis steht eine Zahl zwischen 20 und 100.,1.333333333
"Aus der isotopischen Zusammensetzung von Borhydroxiden lässt sich bestimmen, dass der pH-Wert an der Meeresoberfläche vor etwa 21 Millionen Jahren etwa 7,4 ± 0,2 betrug, bis er vor ungefähr 7,5 Millionen Jahren auf den Wert von 8,2 ± 0,2 stieg.",3.2
"Die Verwertung von Fasern aus verwertbaren Altkleidern beherrschten bereits Papiermühlen der Renaissance Altpapier-Wiederverwertungsverfahren gab es schon seit 1774, sodann beschrieben von Justus Claproth .",4.6
"Aufgrund der Wärmekapazität des Gesteins, und der damit verbundenen Menge der gespeicherten Wärme kann aber bei ausreichend großem Volumen die Abkühlung innerhalb der Nutzungsdauer gering bleiben und die Erdwärmenutzung somit nachhaltig sein.",5.0
Im antiken Rom wurden die Exkremente eingesammelt und den Bauern im Umland verkauft.,2.222222222
"Das Erscheinungsbild des Nationalparks prägen die quer zum Hauptkamm verlaufenden von eiszeitlichen Gletschern ausgeschliffenen Trogtäler mit über 750 Seen, von denen nur 131 einen offiziellen Namen tragen.",5.555555556
Seit Inkrafttreten des Vertrags von Lissabon am 1.,2.6
Bei der Wiedergabe wird die Abtastspitze eines Tonabnehmers entsprechend ausgelenkt.,4.0
"Über 2100 Höhenmeter in acht stratigrafischen Schichten sind im Park aufgeschlossen, was das Gebiet zum besten Forschungsgebiet für die physikalische und chemische Zusammensetzung proterozoischer Gesteine und damit der Umweltbedingungen auf der Erde im Zeitraum von vor zwischen 1,5 Milliarden und 900 Millionen Jahren weltweit macht.",5.888888889
"Globale Erwärmung ist der beobachtete und prognostizierte Trend zu einer im Vergleich zu den vorindustriellen Werten höheren globalen Durchschnittstemperatur mit Folgen wie steigenden Meeresspiegeln, Gletscherschmelze, Verschiebung von Klimazonen, Vegetationszonen und Lebensräumen, verändertes Auftreten von Niederschlägen, stärkere oder häufigere Wetterextreme wie Überschwemmungen, Stürme und Dürren, Ausbreitung von Parasiten und tropischen Krankheiten sowie mehr Umweltflüchtlingen.",5.5
"Die Vorbereitungen zur endlichen Verwirklichung einer Wirtschafts- und Währungsunion waren zwar bereits vor dem Ende der Blockkonfrontation 1989 in ein konkretes Stadium getreten, ihre Durchsetzung allen dann folgenden Krisen und Widrigkeiten zum Trotz ist aber – wie der Unionsvertrag – kaum zu denken ohne die deutsch-französische Achse Mitterrand-Kohl und ohne die Dynamik einer grundlegend veränderten Welt- und europapolitischen Lage.",5.625
Umgangssprachlich wird die Schallplatte auch als Platte oder mit den aus der Jugendsprache stammenden Begriffen Scheibe beziehungsweise Vinyl bezeichnet.,3.133333333
Ohne dieses wäre die Entstehung von Leben und die nachfolgende Biologische Evolution auf der Erde unmöglich gewesen.,2.6
Eine Rücknahme des Preises ist jedoch nicht möglich und die Entscheidung des Gremiums entsprechend nicht formal anfechtbar.,3.5
"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.",5.538461538
Das Wort Schallplatte wurde bereits zur Zeit der Grammophon-Ära geprägt.,1.875
Budget ist das schwere Wort für eine bestimmte Menge Geld.,1.222222222
"Würfel, die auf solchen Körpern beruhen, können deshalb nie wirklich ideal sein.",3.5
Heutzutage sind neben einem Standard-PC auch PC-typische Betriebssysteme im Einsatz.,2.0
"Die Klimamodelle beschreiben derzeit auf globaler Ebene die Folgen recht gut, können diese jedoch auf regionaler Ebene nur recht unsicher abschätzen.",4.2
Diese Vorhersagen sind jedoch bisher nicht eingetreten.,1.8
Sie erleben neue Dinge.,1.0
"Zunehmend Bedeutung erlangt das Recycling auch bei Elementen, deren Vorkommen begrenzt sind oder deren Gewinnung aufwändig ist.",4.1
"Die Erhöhung fällt nicht gleichmäßig aus, sondern stellt sich aufgrund von Meeresströmungen und anderen Faktoren regional unterschiedlich dar.",2.444444444
Churchills Großvater väterlicherseits gehörte als Duke of Marlborough dem britischen Hochadel an.,3.333333333
"Stromatolithe aus versteinerten Biofilmen von Cyanobakterien sind in allen präkambrischen Gesteinen des Parks erhalten und besonders häufig in der Siyeh-Formation aus Dolomit und Kalkstein, aus der die Mehrzahl der höheren Gipfel im Park bestehen.",6.0
Eine Unterteilung wird gleichfalls nach standortbedingter Bauform vorgenommen.,3.444444444
"Unter der Herrschaft des Vereinigten Königreichs vereinte es Dominions, Kronkolonien, Protektorate, Mandatsgebiete und sonstige abhängige Gebiete, die aus den englischen Überseebesitzungen, Handelsposten und Strafkolonien hervorgegangen waren.",3.5
In den quartären Gesteinen werden fossile Muscheln und Schnecken gefunden.,3.1
"In anderen Regionen und weltweit zu den physikalischen Systemen liegen deutlich weniger Datensätze vor, deren Kongruenz mit dem Erwärmungssignal allerdings mit 88 % bis 100 % ebenfalls sehr hoch liegt.",4.444444444
Diese finden sich beispielsweise in Grabenbrüchen (in Deutschland der Oberrheingraben) oder in tiefen Sedimentbecken.,2.888888889
Sie sollen ihren Arbeits-Platz behalten können.,1.0
Sie können dieses Geld bekommen und damit selbst Ihre Betreuer bezahlen.,1.5
"Im oberflächennahen Grundwasser und in den oberflächennahen Gesteinsschichten wächst mit geringer werdenden Tiefen der Anteil an der Erdwärme, der letztlich aus der Sonneneinstrahlung stammt.",4.5
"Dieser wurde großteils nicht mehr wiederverwendet, sondern weitgehend vollständig deponiert.",2.636363636
"Im Jahr 1951 erneut zum Premierminister gewählt, trat er nach einem Schlaganfall 1955 zurück.",2.1
Ebenfalls sehr genaue geochronologische Daten liefern Zirkonkristalle aufgrund der darin enthaltenen Spuren radioaktiver Nuklide.,4.1
Wir beraten Sie gerne.,1.0
"Angesichts der Veränderung der Altersstruktur und des Anstiegs der Lebenserwartung in vielen Ländern rückt inzwischen auch die Betreuung und Pflege älterer oder pflegebedürftiger Angehöriger stärker in den Mittelpunkt des Interesses, auch der Politik.",4.3
"Etwa 5000 Jahre ist es her, seit die Sumerer das Sieden von Seife erfanden.",1.888888889
"In Mohenjo-Daro lag ein Bad auf der „Zitadelle“ und befand sich in einem Gebäude mit einem 7 × 12 m großen und 2,4 m tiefen Becken, in das zwei Treppen hinabführten.",2.444444444
Martin Luther King Jr (* 15 Januar 1929 in Atlanta als Michael King Jr; † 4 April 1968 in Memphis) war ein US-amerikanischer Baptistenpastor und Bürgerrechtler.,1.0
Ebenso spielen die kolonialen Grenzziehungen bei heutigen regionalen Konflikten eine Rolle wie auch die weitere Verbundenheit der Länder im Commonwealth of Nations.,3.333333333
Nur in einem Emissionsszenario mit strengem Klimaschutz steigt der aufgenommene Anteil.,3.0
Der zunehmende Abfluss des Gletscherwassers führt zudem zum globalen Anstieg des Meeresspiegels und bedroht damit auch nicht unmittelbar im Einflussbereich von Gletschern lebende Menschen.,3.583333333
"Früher wurde der Dampf nach der Nutzung in die Luft entlassen, was zu erheblichem Schwefelgeruch führen konnte (Italien, Larderello).",3.4
"Das trifft besonders auf die in der Elektro- und Elektronikindustrie häufig verwendeten Seltenen Erden zu, die früher mit den weggeworfenen Geräten auf dem Müll landeten.",3.333333333
Als Folge der Erderwärmung erhöht sich der Meeresspiegel.,2.0
Deshalb haben und entwickeln wir Angebote für sie.,1.0
Im Zehrgebiet (Ablationsgebiet) dagegen überwiegt die Ablation gegenüber dem Nachschub durch Schnee.,3.307692308
"An besonders wirksamen Quellen wurden so genannte Asklepios-Tempel errichtet, die von Kranken aufgesucht wurden und die im Grunde schon Sanatorien waren.",3.3
Somit kann eine falsche Beckenhaltung (zB um Missempfindungen aufgrund des Sattels zu vermeiden) zu einer starken Belastung der Wirbelsäule führen.,3.7
Sie müssen spätestens 3 Monate vorher den Ausweis verlängern.,1.0
"Doppelschneidige Rasiermesser kamen in Mittel- und Westeuropa, einschließlich der britischen Inseln, im 16 Jahrhundert v Chr in Gebrauch, einschneidige Rasiermesser dagegen ausschließlich in Skandinavien im 15 Jahrhundert v Chr.",3.25
"Nach dieser Eingliederung in das ordentliche Gesetzgebungsverfahren bedürfen Verhandlungsergebnisse der Europäischen Kommission im Bereich der Gemeinsamen Handelspolitik der Genehmigung des Europäischen Parlaments, bevor zur Beschlussfassung durch den Europäischen Rat übergegangen werden kann.",5.555555556
"Die Familie zog kurz nach der Geburt Alberts 1880 nach München, wo sein Vater und sein Onkel im Oktober 1880 einen kleinen Betrieb zur Gas- und Wasserinstallation gründeten.",1.777777778
Von 1914 bis 1932 lebte Einstein in Berlin und war als Bürger Preußens erneut Staatsangehöriger im Deutschen Reich.,1.888888889
In den oberen Schichten der Ozeane wird es teilweise durch Photosynthese gebunden.,2.2
"Für die Union resultiert daraus sowohl ein Akzeptanzproblem bei den EU-Bürgern, denen „Brüssel“ immer undurchsichtiger erscheint, als auch die mit dem Mitgliederwachstum verbundene Schwierigkeit, im bestehenden Institutionengefüge die Arbeits- und Handlungsfähigkeit der einzelnen Organe zu gewährleisten.",6.333333333
Es gibt 2 Ausweise.,1.0
"Zweieinhalb Jahre nach Albert wurde seine Schwester Maja (* 18 November 1881 in München; † 25 Juni 1951 in Princeton, New Jersey, USA) geboren.",1.363636364
"Ob diese und weitere Folgen eintreten und wie stark sie sein werden, wird dabei recht unterschiedlich eingeschätzt.",2.9
Damit man auch mit dem Rollstuhl oder mit einer Geh-Hilfe gut in der Wohnung leben kann.,2.928571429
"Diesem Diskurs liegt die Annahme zugrunde, dass die Eltern jeweils arbeiten wollen oder müssen, dass also die elterliche Berufstätigkeit subjektiv als wertvoll betrachtet wird, etwa weil sie Zufriedenheit gewährt, Sinn stiftet, die soziale Einbindung fördert, die wirtschaftliche Existenz bzw den Lebensstandard sichert oder weil mehrere dieser Gründe zutreffen.",5.071428571
"Sie leisteten dem Mutterland umfangreiche militärische, finanzielle und materielle Unterstützung.",2.4
1884 begann er mit dem Violinspiel und erhielt Privatunterricht.,1.6
Die Bedeutung des Bades in verschiedenen Epochen war immer eng mit den jeweils herrschenden Vorstellungen von Hygiene verknüpft.,2.2
"Die weltweite Stromerzeugung aus Geothermie wird durch die Nutzung von Hochenthalpie-Lagerstätten, die Wärme bei hoher Temperatur liefern, dominiert.",3.571428571
"Teilweise vertreten verschiedene gesellschaftliche Gruppen jeweils den Standpunkt der Wahlfreiheit, allerdings mit unterschiedlicher Gewichtung: Die eine Seite hebt die Möglichkeit zur Erwerbsarbeit auch mit Kindern hervor, die andere betont die Freiheit, auch die traditionelle Familienform zu wählen.",4.8
Auch aus der Demonstration heraus wurde geschossen.,2.0
"Den aktuellen Stundenweltrekord der Männer hält der Schweizer Francesco Russo; er fuhr am 26 Juni 2016 im deutschen Klettwitz 92,43 km.",2.6
Über private Badezimmer verfügte die große Masse der europäischen Bevölkerung erst ab dem 20Jahrhundert.,1.8
Sie gelten als die ersten Schallplatten der Welt.,1.75
"Eine Berufstätigkeit beider Partner dient nicht nur dem momentanen finanziellen Vorteil und dem Berufsinteresse, sondern ebenfalls der Zukunftssicherung.",1.9
"Seinem Biographen Martin Gilbert zufolge war der Vertrag, den Churchill mit der Zeitung aushandelte, „wahrscheinlich der günstigste Vertrag, den überhaupt ein Kriegsberichterstatter bis dahin abgeschlossen hatte“.",3.222222222
"Zuletzt zogen die Teilnehmer zur Arrestanstalt, um die verhafteten Matrosen zu befreien.",2.615384615
Alte Menschen mit Behinderung bekommen Rente.,1.125
Er wollte damals trotz seines tiefen Glaubens kein Prediger werden.,2.3
"Das heißt, dass fühlbare Wärme aus der Zeit der Entstehung der Erde am heutigen Wärmestrom kaum beteiligt ist.",4.0
"Sportliche Betätigung war stets Teil seines Lebens, und für das ihm zugeschriebene Zitat No Sports gibt es keinen Beleg.",3.555555556
"Werden keine Maßnahmen zur Bekämpfung des Klimawandels getroffen, sind weltweit 16 % aller Arten vom Aussterben bedroht, wie eine 2015 in Science erschienene Übersichtsarbeit ergab.",3.909090909
Der mögliche Kollaps von Teilen des antarktischen Eisschildes ist in diesen Berechnungen noch eingeschlossen und würde zu massiven zusätzlichen Erhöhungen führen.,3.111111111
Aufgrund ihres geringen Eigengewichts kommen Seifenblasen diesem Ideal in der Realität sehr nahe.,2.357142857
Die Kriegserklärung Großbritanniens und seiner Alliierten an das Deutsche Reich zu Beginn des Ersten Weltkriegs zog auch die Kolonien und Dominions in den Konflikt hinein.,3.555555556
"Laut dem vom Arktischen Rat in Auftrag gegebenen Arctic Climate Impact Assessment wird in zahlreichen polaren Gebieten die Artenvielfalt zunehmen, weil im Zuge der Erwärmung neue Arten in die Arktis einwandern werden und die Gesamtzahl der Arten und deren Produktivität zunehmen wird.",5.0
"Weitere Versuche zur Gründung von Räterepubliken, etwa in Bayern, blieben ebenfalls erfolglos.",3.285714286
"Eine Schallplatte ist eine in der Regel kreisförmige und meistens schwarze Scheibe mit einem Mittelloch, deren beidseitige Rillen als analoge Tonträger für Schallsignale dienen.",3.583333333
"Vergleichbare Stellen belegen eine sorgfältige Reinigung vor Gebeten und Opfern und die Sitte, dem Gast zunächst Wasser zu reichen, damit er sich seine Hände waschen könne und ihm anschließend ein Bad anzubieten.",4.7
"Auf den Grabsteinen des Buchauer jüdischen Friedhofs sind noch heute die Namen vieler Verwandter Einsteins zu finden; so unter anderem auch der des letzten Juden Buchaus, Siegbert Einstein, eines Großneffen des Physikers, der das KZ Theresienstadt überlebt hatte und nach dem Zweiten Weltkrieg zeitweise zweiter Bürgermeister der Stadt Buchau war.",4.466666667
"Premierminister David Lloyd George honorierte diesen wichtigen Beitrag, indem er 1917 mit den Premierministern der Dominions das Reichskriegskabinett (Imperial War Cabinet) bildete, um die gemeinsamen Anstrengungen zu koordinieren.",3.0
"Dieser Berührungspunkt kann insbesondere daher problematisch werden, da das menschliche Becken mit seinen Sitzbeinhöckern und dem Schambein (bzw den Schambeinkufen, auch Schambeinkamm genannt) durch den Kippwinkel des Beckens Auswirkungen auf die Biegung der gesamten Wirbelsäule hat.",5.888888889
"Informationen über frühere Zeiträume galten lange als relativ unsicher, können jedoch zunehmend besser und genauer belegt werden.",2.142857143
Zunächst droht in betroffenen Gebieten ein erhöhtes Risiko von Überschwemmungen durch steigende Flusspegel und vermehrt auftretende Ausbrüche von Gletscherseen.,4.166666667
"Dieser wiederum entwickelte sich innerhalb weniger Tage zur Revolution, die das ganze Reich erfasste.",2.25
In Pompeji gefundene Exemplare von frühen Klapp-Rasiermessern mit 12 Zentimeter langen trapezförmigen Klingen und Griffen aus Elfenbein gehörten als Luxusobjekte zum Hausstand höherer Schichten.,4.363636364
Mit der Völkerwanderung kam der Zerfall der römischen Badekultur.,1.666666667
"Er hatte sich mehrere Jahre lang mit dem Edison-Phonographen befasst und früher als Edison erkannt, dass die Zukunft der Tonaufzeichnung in erster Linie im Unterhaltungsbereich lag.",3.666666667
"Zwischen den globalen Temperaturen und der Biodiversität gibt es einen langfristigen Zusammenhang, der sich anhand von Fossilienfunden bis vor 520 Millionen Jahren feststellen lässt.",3.266666667
Die Thematik ist seit den 1990ern Ziel einer extensiven statistischen Langzeitstudie in den USA.,2.5
Allerdings deckt die 14C-Methode nur einen relativ schmalen zeitlichen Bereich von 300 bis maximal 57000 Jahren ab.,3.625
Das Lernen fiel ihm relativ leicht.,1.214285714
Große US-amerikanische Kriegsschiffe der US Navy haben ebenfalls Geldautomaten an Bord.,1.666666667
Auf der Rück-Seite vom Behinderten-Ausweis stehen vielleicht Merk-Zeichen.,1.0
In Österreich zahlt das gleiche Institut einen 50-Euro-Schein aus.,1.0
"Dabei kommt es aber darauf an, eine gute Ergonomie für den gesamten Körper herzustellen.",3.1
"Das ist nur etwa das Doppelte des Weltenergiebedarfs, was bedeutet, dass Erdwärmenutzung im großen Stil immer auf eine lokale Abkühlung des Gesteins hinausläuft.",4.428571429
"Auch um den hohen Zeitaufwand dieses Verfahrens zu umgehen, werden jedoch immer mehr Gesetzesvorschläge in informellen Trilogverfahren verhandelt, um dann bereits in erster Lesung beschlossen werden zu können: zwischen 2004 und 2009 etwa traf dies auf 72 % aller Gesetzesentwürfe zu, im Vergleich zu 33 % zwischen 1999 und 2004.",4.75
"Südamerika mit 23 und Australien mit 14 % sind die Kontinente mit dem größten Anteil bedrohter Arten, für Europa betrug der Anteil 6 %, für Nordamerika 5 %.",2.4
In den jüngeren präkambrischen Schichten treten auch Versteinerungen von erstem Seetang sowie vier Arten wirbelloser Tiere auf.,4.0
"Gemeint ist damit ein längerfristiger Massenverlust der Gletscher und nicht die in Gebirgen und Hochlagen alljährlich im Frühling einsetzende Schneeschmelze, auch nicht grundsätzlich das Schmelzen im Zehrgebiet, das bei Gletschern, die sich im Gleichgewicht mit dem Klima befinden, im gleichen Maße wie der Massengewinn im Nährgebiet auftritt.",5.555555556
"Nach Erlangung der Unabhängigkeit traten die meisten ehemaligen Kolonien dem Commonwealth of Nations bei, einer losen Verbindung souveräner Staaten.",3.166666667
"Um Durchschnittswerte für Meereswasser angeben zu können, müssen darüber hinaus Modelle angewendet werden, um ein chemisches Gleichgewicht des Ozeans zu simulieren.",3.8
Und dass sie auch am Arbeitsleben teilhaben können.,1.6
Der Glacier-Nationalpark ist geologisch herausgehoben durch die Lewis-Überschiebung.,2.8
"Der durch das Ende des Ost-West-Konflikts bedingte tiefgreifende Wandlungsprozess hat zur Europäischen Union geführt, die mit dem Euro über eine gemeinsame Währung verfügt und nun auch die Staaten Mittel- und Osteuropas großteils einschließt.",4.3
Das Kohlenstoffdioxid gelangt aufgrund der Differenz im CO2-Partialdruck in den Ozean.,2.555555556
"In vielen Familien ist es zudem ökonomisch kaum möglich, dass sich ein Elternteil ganz der Haus- und Familienarbeit widmet – für eine zunehmende Zahl von Haushalten reicht Anfang des 21 Jahrhunderts ein Erwerbseinkommen allein nicht mehr zum Unterhalt einer Familie aus.",4.0
Präsident des Europäischen Parlaments ist seit dem 17 Januar 2017 Antonio Tajani (Europäische Volkspartei).,1.142857143
"Bei Einhaltung des Zwei-Grad-Ziels könnte die Rate weltweit auf 5,2 % reduziert werden.",2.555555556
"Während die kriegsmüden Truppen und die über die kaiserliche Regierung desillusionierte Bevölkerung das baldige Kriegsende erwarteten, plante in Kiel die deutsche Marineleitung unter Admiral Franz von Hipper eigenmächtig, die Flotte zu einer letzten Schlacht gegen die Royal Navy in den Ärmelkanal zu entsenden.",4.285714286
"Verwendung finden Würfel in Rollenspielen, bei denen sich in den letzten Jahrzehnten die Verwendung einer Vielzahl weiterer Würfel mit anderen Seitenzahlen durchgesetzt hat, um die Zufallsentscheidungen flexibler und vielfältiger zu gestalten.",4.1
Tainters Wachsplatten befinden sich heute im Smithsonian Institute in Washington.,2.0
In Ägypten kam das Rasieren des Gesichts in der Frühdynastischen Periode (3100–2686 v Chr) zunächst bei den oberen Schichten in Mode und verbreitete sich später auch im Rest der Bevölkerung.,3.2
Rückgänge von bis zu 50 % wurden besonders in West- und Ostafrika und im Westen Lateinamerikas gemessen.,2.0
"Dadurch angespornt, begannen auch England, Frankreich und die Niederlande mit dem Aufbau eigener Kolonien und Handelsnetzwerke in Amerika und Asien.",2.3
"Auch in Bezug auf die Bildung der Exekutive, also die Wahl der Europäischen Kommission, wurden die Rechte des Parlaments schrittweise ausgebaut.",4.222222222
Linux-basierte Systeme sind zurzeit nur in wenigen lokalen Märkten wie Brasilien anzutreffen.,2.0
"Auch der Friedensnobelpreis von 2009 an den US-Präsidenten Barack Obama wurde kritisiert, weil dieser erst kurz zuvor ins Amt gewählt worden war und somit noch keine nennenswerten politischen Schritte unternommen hatte.",3.0
Das Messer wurde unter Verwendung von Öl auf einem Stein geschärft und nach dem Gebrauch in einem Kästchen aufbewahrt.,2.857142857
"Denn unterdessen ist der „Schengen-Raum“ bedeutend angewachsen und soll sich auch künftig noch ausweiten; er schließt zwar noch immer nicht alle EU-Mitgliedstaaten ein, dafür aber auch bereits einige Nichtmitglieder (Norwegen, Island, Liechtenstein und die Schweiz).",4.75
"Seinen Wahlkreis Woodford im Nordosten Londons vertrat er bis 1964, ein Jahr vor seinem Tod, im Unterhaus.",3.2
1893 kam er doch noch als Kadett nach Sandhurst und mit 21 Jahren als Kavallerieleutnant zum 4 Husarenregiment.,3.5
"Dann nennt man den Würfel einen fairen, idealen oder echten Würfel oder – nach Pierre-Simon Laplace, der an der Gleichverteilung forschte – einen Laplace-Würfel.",3.538461538
"Zudem erfolgt im Laufe des Auslaufprozesses eine Anreicherung von Seifenfilm-stabilisierenden Tensidmolekülen im unteren Bereich der Seifenblase, sodass deren obere Region infolge des relativen Mangels von an die Oberfläche adsorbierten Tensidmolekülen zusätzlich destabilisiert wird.",5.7
"Der Berg ist der Wasserscheidepunkt an dessen Flanken sich die Einzugsgebiete des Pazifischen Ozeans, des Atlantischen Ozeans über den Golf von Mexiko und des Arktischen Ozeans über die Hudson Bay berühren.",3.0
Albert Einstein gilt als Inbegriff des Forschers und Genies.,1.7
Der Fahrer hält das System Fahrrad/Fahrer mit kleinen Lenkausschlägen im Gleichgewicht.,2.8
"Für den barrierefreien Zugang verfügen einige GAA über größere Tasten und Displays sowie über einen Kopfhöreranschluss oder Lautsprecher zur Sprachausgabe, um Menschen mit einer Sehbehinderung die Bedienung zu erleichtern oder überhaupt erst möglich zu machen.",4.0
"Der Begriff „Recycling“ ist ein Lehnwort aus dem Englischen (recycling – ausgesprochen [???sa?kl??] – für „Wiederverwertung“ oder „Wiederaufbereitung“); etymologisch leitet es sich vom griechischen kýklos (Kreis) sowie dem lateinischen Präfix re- (zurück, wieder) ab.",3.4
"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.",5.538461538
In der Regel sind jedoch tiefe Bohrungen notwendig; für die Stromerzeugung sind Temperaturen über 80 °C erforderlich.,3.4
Mit den Eltern Albert Einsteins änderte sich das.,1.3
"Nach einer Studie des Stockholm Resilience Centre von 2009 ist der ermittelte Grenzwert für den Kohlendioxidgehalt der Atmosphäre bereits um 11 % überschritten, so dass der anthropogene Klimawandel nach dem Artensterben das zweitgrößte globale ökologische Problem darstellt; er ist dabei auch ein wesentliches Merkmal des Anthropozäns sowie eine der Folgen der zunehmenden Hemerobie.",4.769230769
"Die Temperatur eines Meeres beeinflusst ebenfalls die Aufnahme von Kohlenstoffdioxid, da Wasser bei steigender Temperatur weniger Kohlenstoffdioxid aufnehmen kann.",3.466666667
"Weil diese Arten oft die Basis der Nahrungsketten in den Ozeanen bilden, können sich daraus weitere schwerwiegende Konsequenzen für die zahlreichen von ihnen abhängigen Meeresbewohner und in der Folge auch für die auf diese angewiesenen Menschen ergeben.",5.555555556
"Zumindest in den Alpen wird beim Auftreten von Kryokonit der ebenfalls dunkel gefärbte Gletscherfloh beobachtet, der sich von dem eingetragenen biologischen Material ernährt, so dass eine wachsende, dunkel gefärbte Flora und Fauna im Gletscher entsteht, die in dem Schmelzwasser lebt und sich vermehrt.",5.0
